what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1461430067531
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1461430068281
started,bundle,org.eclipse.jst.jsp.ui,1.1.312.v200901290909,org.eclipse.jst.jsp.ui,1461430070656
started,bundle,org.eclipse.pde.core,3.4.0.v20090202,org.eclipse.pde.core,1461430070828
started,bundle,org.eclipse.jst.jsp.core,1.2.121.v200901290830,org.eclipse.jst.jsp.core,1461430070968
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1461430071500
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1461430090609
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1461430092156
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1461430092875
no handler,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1461430094406
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1461430095218
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1461430096593
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1461430098187
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1461430098640
no handler,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1461430099437
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1461430101640
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1461430103062
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1461430104031
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1461430106140
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1461430106515
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1461430107187
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1461430107453
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1461430107578
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1461430107656
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1461430108031
